Code,Description,Services,,,,
73560,X-ray exam of knee 1 or 2,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
73562,X-ray exam of knee 3,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
73564,X-ray exam knee 4 or more,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
73565,X-ray exam of knees,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
73590,X-ray exam of lower leg,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
73592,X-ray exam of leg infant,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
73600,X-ray exam of ankle,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
73610,X-ray exam of ankle,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
73620,X-ray exam of foot,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
73630,X-ray exam of foot,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
73650,X-ray exam of heel,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
73660,X-ray exam of toe(s),RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
73700,Ct lower extremity w/o dye,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
73701,Ct lower extremity w/dye,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
73702,Ct lwr extremity w/o&w/dye,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
73706,Ct angio lwr extr w/o&w/dye,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
73718,Mri lower extremity w/o dye,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
73719,Mri lower extremity w/dye,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
73720,Mri lwr extremity w/o&w/dye,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
73721,Mri jnt of lwr extre w/o dye,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
73722,Mri joint of lwr extr w/dye,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
73723,Mri joint lwr extr w/o&w/dye,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
73725,Mr ang lwr ext w or w/o dye,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
74018,X-ray exam abdomen 1 view,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
74019,X-ray exam abdomen 2 views,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
74021,X-ray exam abdomen 3+ views,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
74022,X-ray exam complete abdomen,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
74150,Ct abdomen w/o dye,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
74160,Ct abdomen w/dye,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
74170,Ct abdomen w/o & w/dye,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
74174,Ct angio abd&pelv w/o&w/dye,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
74175,Ct angio abdom w/o & w/dye,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
74176,Ct abd & pelvis,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
74177,Ct abd & pelv w/contrast,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
74178,Ct abd & pelv 1/>regns,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
74181,Mri abdomen w/o dye,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
74182,Mri abdomen w/dye,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
74183,Mri abdomen w/o & w/dye,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
74185,Mri angio abdom w orw/o dye,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
74210,X-ray xm phrnx&/crv esoph c+,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
74220,X-ray xm esophagus 1cntrst,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
74221,X-ray xm esophagus 2cntrst,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
74230,X-ray xm swlng funcj c+,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
74240,X-ray xm upr gi trc 1cntrst,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
74246,X-ray xm upr gi trc 2cntrst,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
74248,X-ray sm int f-thru std,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
74250,X-ray xm sm int 1cntrst std,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
74251,X-ray xm sm int 2cntrst std,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
74270,X-ray xm colon 1cntrst std,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
74280,X-ray xm colon 2cntrst std,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
74261,Ct colonography dx,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
74262,Ct colonography dx w/dye,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
74290,Contrast x-ray gallbladder,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
74712,Mri fetal sngl/1st gestation,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
75557,Cardiac MRI for morph,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
75559,Cardiac MRI w/stress img,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
75561,Cardiac MRI for morph w/dye,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
75563,Card MRI w/stress img & dye,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
75565,Card MRI veloc flow mapping,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
75571,Ct hrt w/o dye w/ca test,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
75572,Ct hrt w/3d image,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
75573,Ct hrt w/3d image congen,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
75574,Ct angio hrt w/3d image,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
75635,Ct angio abdominal arteries,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76000,Fluoroscopy <1 hr phys/qhp ,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76010,X-ray nose to rectum,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76100,X-ray exam of body section,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76120,Cine/video x-rays,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76125,Cine/video x-rays add-on,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76376,3d render w/o postprocess,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76377,3d rendering w/postprocess,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76380,CAT scan follow-up study,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76391,Mr elastography,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76499,Radiographic procedure,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76506,Echo exam of head,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76510,Ophth us b & quant a,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76511,Ophth us quant a only,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76512,Ophth us b w/non-quant a,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76513,Oph us dx ant sgm us uni/bi,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76514,Echo exam of eye thickness,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76516,Echo exam of eye,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76519,Echo exam of eye,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76536,Us exam of head and neck,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76604,Us exam chest,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76641,Ultrasound breast complete,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76642,Ultrasound breast limited,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76700,Us exam abdom complete,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76705,Echo exam of abdomen,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76706,Us abdl aorta screen aaa,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76770,Us exam abdo back wall comp,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76775,Us exam abdo back wall lim,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76776,Us exam k transpl w/Doppler,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76800,Us exam spinal canal,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76801,Ob us < 14 wks single fetus,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76802,Ob us < 14 wks addl fetus,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76805,Ob us >/= 14 wks sngl fetus,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76810,Ob us >/= 14 wks addl fetus,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76811,Ob us detailed sngl fetus,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76812,Ob us detailed addl fetus,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76815,Ob us limited fetus(s),RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76816,Ob us follow-up per fetus,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76818,Fetal biophys profile w/nst,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76819,Fetal biophys profil w/o nst,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76820,Umbilical artery echo,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76821,Middle cerebral artery echo,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76825,Echo exam of fetal heart,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76826,Echo exam of fetal heart,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76827,Echo exam of fetal heart,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76828,Echo exam of fetal heart,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76856,Us exam pelvic complete,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76857,Us exam pelvic limited,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76870,Us exam scrotum,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76881,Us compl joint r-t w/img ,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76882,US LMTD JT/FCL EVL NVASC XTR,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76883,Us nrv&acc strux 1xtr compre,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76885,Us exam infant hips dynamic,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76886,Us exam infant hips static,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76977,Us bone density measure,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76978,Us trgt dyn mbubb 1st les,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76979,Us trgt dyn mbubb ea addl,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76981,Use parenchyma,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76982,Use 1st target lesion,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76983,Use ea addl target lesion,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76984,Dx intraop thoracic aorta us,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76987,Dx intraop epicar car us chd,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76988,Dx ntrop epcr us chd img acq,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76989,Dx intraop epcar us chd i&r,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
76999,Echo examination procedure,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
77046,Mri breast c-unilateral,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
77047,Mri breast c-bilateral,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
77048,Mri breast c-+ w/cad uni,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
77049,Mri breast c-+ w/cad bi,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
77061,Breast tomosynthesis uni,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
77062,Breast tomosynthesis bi,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
77065,Dx mammo incl cad uni,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
77066,Dx mammo incl cad bi,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
77071,X-ray stress view,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
77072,X-rays for bone age,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
77073,X-rays bone length studies,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
77074,X-rays bone survey limited,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
77075,X-rays bone survey complete,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
77076,X-rays bone survey infant,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
77077,Joint survey single view,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
77078,Ct bone density axial,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
77080,Dxa bone density axial,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
77081,Dxa bone density/peripheral,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
77084,Magnetic image bone marrow,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
77085,Dxa bone density study,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
77086,Fracture assessment via dxa,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
77089,Tbs dxa cal w/i&r fx risk,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78012,Thyroid uptake measurement ,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78013,Thyroid imaging w/blood flow,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78014,Thyroid imaging w/blood flow,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78015,Thyroid met imaging,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78016,Thyroid met imaging/studies,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78018,Thyroid met imaging body,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78020,Thyroid met uptake,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78070,Parathyroid nuclear imaging,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78071,Parathyrd planar w/wo subtrj,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78072,Parathyrd planar w/spect&ct,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78075,Adrenal nuclear imaging,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78099,Endocrine nuclear procedure,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78102,Bone marrow imaging ltd,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78103,Bone marrow imaging mult,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78104,Bone marrow imaging body,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78140,Red cell sequestration,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78185,Spleen imaging,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78195,Lymph system imaging,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78199,Blood/lymph nuclear exam,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78201,Liver imaging,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78202,Liver imaging with flow,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78215,Liver and spleen imaging,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78216,Liver & spleen image/flow,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78226,Hepatobiliary system imaging,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78227,Hepatobil syst image w/drug,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78230,Salivary gland imaging,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78231,Serial salivary imaging,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78232,Salivary gland function exam,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78258,Esophageal motility study,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78261,Gastric mucosa imaging,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78262,Gastroesophageal reflux exam,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78264,Gastric emptying study,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78265,Gastric emptying imag study,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78266,Gastric emptying imag study,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78278,Acute GI blood loss imaging,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78282,GI protein loss exam,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78290,Meckels divert exam,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78291,Leveen/shunt patency exam,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78299,GI nuclear procedure,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78300,Bone imaging limited area,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78305,Bone imaging multiple areas,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78306,Bone imaging whole body,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78315,Bone imaging 3 phase,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78399,Musculoskeletal nuclear exam,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78428,Cardiac shunt imaging,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78429,Myocrd img pet 1 std w/ct,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78430,Myocrd img pet rst/strs w/ct,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78431,Myocrd img pet rst&strs ct,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78432,Myocrd img pet 2rtracer,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78433,Myocrd img pet 2rtracer ct,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78434,Aqmbf pet rest & rx stress,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78445,Vascular flow imaging,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78451,Ht muscle image spect sing,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78452,Ht muscle image spect mult,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78453,Ht muscle image planar sing,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78454,Ht musc image planar mult,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78456,Acute venous thrombus image,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78457,Venous thrombosis imaging,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78458,Ven thrombosis images bilat,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78459,Myocrd img pet single study,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78466,Heart infarct image,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78468,Heart infarct image (ef),RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78469,Heart infarct image (3D),RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78472,Gated heart planar single,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78473,Gated heart multiple,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78481,Heart first pass single,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78483,Heart first pass multiple,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78491,Myocrd img pet 1std rst/strs,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78492,Myocrd img pet mlt rst&strs,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78494,Heart image spect,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78496,Heart first pass add-on,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78499,Cardiovascular nuclear exam,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78579,Lung ventilation imaging,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78580,Lung perfusion imaging,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78582,Lung ventilat&perfus imaging,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78597,Lung perfusion differential,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78598,Lung perf&ventilat diferentl,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78599,Respiratory nuclear exam,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78600,Brain image < 4 views,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78601,Brain image w/flow < 4 views,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78605,Brain image 4+ views,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78606,Brain image w/flow 4 + views,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78608,Brain imaging (PET),RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78610,Brain flow imaging only,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78630,Cerebrospinal fluid scan,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78635,CSF ventriculography,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78645,CSF shunt evaluation,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78650,CSF leakage imaging,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78660,Nuclear exam of tear flow,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78699,Nervous system nuclear exam,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78700,Kidney imaging morphol,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78701,Kidney imaging with flow,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78707,K flow/funct image w/o drug,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78708,K flow/funct image w/drug,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78709,K flow/funct image multiple,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78730,Urinary bladder retention,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78740,Ureteral reflux study,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78761,Testicular imaging w/flow,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78799,Genitourinary nuclear exam,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78800,Rp loclzj tum 1 area 1 d img,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78801,Rp loclzj tum 2+area 1+d img,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78802,Rp loclzj tum whbdy 1 d img,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78803,Rp loclzj tum spect 1 area ,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78804,Rp loclzj tum whbdy 2+d img,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78811,PET image ltd area,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78812,PET image skull-thigh,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78813,PET image full body,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78814,PET image w/ct lmtd,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78815,PET image w/ct skull-thigh,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78816,PET image w/ct full body,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
78999,Nuclear diagnostic exam,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
91110,Gi tract capsule endoscopy,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
91111,Esophageal capsule endoscopy,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
92132,Cpmtr ophth dx img ant segmt,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
92133,Cmptr ophth img optic nerve,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
92134,Cptr ophth dx img post segmt,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
92227,Img rta detcj/mntr ds staff,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
92228,Img rta detc/mntr ds phy/qhp,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
92229,Img rta detc/mntr ds poc aly ,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
93303,Echo transthoracic,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
93304,Echo transthoracic,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
93306,Tte w/doppler complete ,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
93307,Tte w/o doppler complete,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
93308,Tte f-up or lmtd ,RADIOLOGY AND CERTAIN OTHER IMAGING SERVICES,,,,
